p,q,mean_absorption_time,mean_first_hit_time,mean_tail_frequency,mean_entrenchment_degree,mean_max_nontrue_formula_frequency,mean_true_world_formula_frequency,runs_reaching_absorption,runs_reaching_first_hit
0.37,0.28,194.457,115.701,1.0,6.698,0.351672748946633,0.3861961385593557,1000,1000
0.37,0.29,250.197,150.169,1.0,6.454,0.35606715042014875,0.3835868385944054,1000,1000
0.37,0.30,317.097,188.767,1.0,6.257,0.3607742076825401,0.383897561526431,1000,1000
0.37,0.31,403.745,244.417,1.0,6.241,0.3650311162301382,0.3842515372892623,1000,1000
0.37,0.32,559.876,356.467,1.0,6.089,0.3687630379031627,0.383580299063138,1000,1000
0.37,0.33,801.099,538.816,1.0,5.962,0.37229731852305326,0.38352681404285593,1000,1000
0.37,0.34,1393.614,938.584,1.0,5.847,0.37468464371185906,0.38251895160887,1000,1000
0.37,0.35,2841.662,2022.174,1.0,5.741,0.3762344076506716,0.38109755201080653,1000,1000
0.37,0.36,10014.401,7675.249,1.0,5.675,0.3764829497295835,0.3788290349889102,1000,1000
0.38,0.01,2.77,2.141,1.0,26.58,0.06501883044187269,0.5696969324766216,1000,1000
0.38,0.02,4.473,3.468,1.0,20.595,0.08342325022489268,0.4626112533081756,1000,1000
0.38,0.03,6.368,5.066,1.0,17.978,0.09822922146528157,0.4185298926961883,1000,1000
0.38,0.04,7.718,5.771,1.0,16.082,0.11504692649383079,0.3955316912166396,1000,1000
0.38,0.05,9.239,6.903,1.0,15.307,0.12903217891327115,0.39005581132726447,1000,1000
0.38,0.06,10.452,7.807,1.0,14.673,0.14296967552099818,0.3885771091434669,1000,1000
0.38,0.07,11.763,8.73,1.0,14.037,0.1561133454641967,0.3863241869819061,1000,1000
0.38,0.08,13.546,9.642,1.0,13.646,0.1693409925783415,0.3873797716174663,1000,1000
0.38,0.09,14.873,10.683,1.0,12.863,0.18161548984015372,0.3832986367300106,1000,1000
0.38,0.10,17.049,11.989,1.0,12.531,0.19365078001500666,0.3846048829296948,1000,1000
0.38,0.11,19.084,12.75,1.0,12.138,0.2056659017983324,0.3853903680206925,1000,1000
0.38,0.12,21.05,14.274,1.0,11.544,0.21832491446932192,0.385231542514177,1000,1000
0.38,0.13,23.352,15.722,1.0,11.105,0.22875184616933325,0.3847564433413844,1000,1000
0.38,0.14,25.319,16.595,1.0,10.798,0.24092619949566613,0.38950964860401327,1000,1000
0.38,0.15,27.674,17.715,1.0,10.236,0.25188758616483303,0.38829786252866577,1000,1000
0.38,0.16,32.919,20.6,1.0,9.997,0.2601480416840858,0.386220091637933,1000,1000
0.38,0.17,36.981,22.912,1.0,9.675,0.2711559270820768,0.3884065599765186,1000,1000
0.38,0.18,41.511,26.135,1.0,9.455,0.279998526745225,0.3897647361417832,1000,1000
0.38,0.19,46.374,29.631,1.0,8.999,0.28870943561046264,0.38930622218799804,1000,1000
0.38,0.20,51.077,31.211,1.0,8.786,0.2981824072358711,0.3917677829363192,1000,1000
0.38,0.21,58.971,35.808,1.0,8.56,0.3070039984095698,0.39267295850385064,1000,1000
0.38,0.22,64.976,39.799,1.0,8.066,0.3149837225970772,0.39139840042314256,1000,1000
0.38,0.23,76.074,43.053,1.0,7.937,0.32238006448213685,0.3921546710480756,1000,1000
0.38,0.24,86.117,50.813,1.0,7.594,0.3308249059324877,0.3941106061019628,1000,1000
0.38,0.25,99.011,56.528,1.0,7.538,0.3363369762646088,0.3938213344002358,1000,1000
0.38,0.26,119.926,73.077,1.0,7.216,0.3430756082882808,0.39270655210954053,1000,1000
0.38,0.27,142.657,85.486,1.0,7.265,0.34837628022683603,0.39401352830418135,1000,1000
0.38,0.28,171.708,99.898,1.0,7.001,0.3542901567195399,0.3927277113117169,1000,1000
0.38,0.29,206.596,122.722,1.0,6.729,0.36119542582342534,0.3934947591886026,1000,1000
0.38,0.30,252.487,148.658,1.0,6.512,0.36645303215969366,0.3945016601062717,1000,1000
0.38,0.31,302.107,189.556,1.0,6.194,0.37180797370429003,0.39553766908430976,1000,1000
0.38,0.32,411.603,263.304,1.0,6.2,0.3760614627769703,0.3953974450223906,1000,1000
0.38,0.33,564.383,353.539,1.0,5.9,0.37963523132991883,0.39443846495442403,1000,1000
0.38,0.34,841.751,553.96,1.0,6.124,0.38329314668822656,0.39508342573401284,1000,1000
0.38,0.35,1364.053,896.151,1.0,6.003,0.3851631049801457,0.3935949507590982,1000,1000
0.38,0.36,2749.603,1903.199,1.0,5.779,0.3862941493328119,0.39105108152925844,1000,1000
0.38,0.37,10243.523,7912.696,1.0,5.764,0.38644694579655925,0.38869539896382205,1000,1000
0.39,0.01,2.679,2.136,1.0,27.006,0.064748865577359,0.5780008803547896,1000,1000
0.39,0.02,4.533,3.602,1.0,21.049,0.08394296935694126,0.4710460790759265,1000,1000
0.39,0.03,6.048,4.672,1.0,18.527,0.09914841091742908,0.4311661307681766,1000,1000
0.39,0.04,7.165,5.683,1.0,17.059,0.1137620533353331,0.4139453429219144,1000,1000
0.39,0.05,8.986,6.737,1.0,15.801,0.1295378540648034,0.4001418128098892,1000,1000
0.39,0.06,10.059,7.293,1.0,15.247,0.14091775219140532,0.3972421332887189,1000,1000
0.39,0.07,11.737,8.451,1.0,14.495,0.1557831997319425,0.3932746630383382,1000,1000
0.39,0.08,12.29,9.087,1.0,13.927,0.16974472042557995,0.3958353625020875,1000,1000
0.39,0.09,13.842,10.072,1.0,13.488,0.1826013140600353,0.3969316982010311,1000,1000
0.39,0.10,15.988,11.242,1.0,12.91,0.19571507760410076,0.3951200399275868,1000,1000
0.39,0.11,17.729,12.025,1.0,12.544,0.2066650308318978,0.39591891018769243,1000,1000
0.39,0.12,19.449,13.321,1.0,11.996,0.2181285050299695,0.39472591847654975,1000,1000
0.39,0.13,22.782,14.754,1.0,11.828,0.23025875988899153,0.39736301878946123,1000,1000
0.39,0.14,23.697,15.585,1.0,11.097,0.24159115534278489,0.3960243288122132,1000,1000
0.39,0.15,26.449,17.357,1.0,10.711,0.2516898029766575,0.3964527668949061,1000,1000
0.39,0.16,29.731,18.876,1.0,10.226,0.2622098578407414,0.3951528985797139,1000,1000
0.39,0.17,32.99,20.806,1.0,10.073,0.2734883935182855,0.40078172734240936,1000,1000
0.39,0.18,36.236,22.798,1.0,9.576,0.2823449657620558,0.3994115956331199,1000,1000
0.39,0.19,41.444,25.688,1.0,9.424,0.2913719071415255,0.4010230947884505,1000,1000
0.39,0.20,46.675,28.322,1.0,9.088,0.3009834040908024,0.40076438920117363,1000,1000
0.39,0.21,53.087,33.064,1.0,8.746,0.30989928663991295,0.40208014036450557,1000,1000
0.39,0.22,58.921,35.886,1.0,8.545,0.3174404165613497,0.402468337396822,1000,1000
0.39,0.23,66.926,39.416,1.0,8.261,0.3254479232860913,0.4037226339703363,1000,1000
0.39,0.24,77.287,45.906,1.0,7.955,0.33245716378594903,0.40204037580619256,1000,1000
0.39,0.25,89.139,53.403,1.0,7.805,0.3402922987643664,0.4034041905019112,1000,1000
0.39,0.26,105.431,63.905,1.0,7.483,0.34656358198093634,0.4023173298882915,1000,1000
0.39,0.27,118.7,68.237,1.0,7.122,0.3551142790232472,0.40440619860481786,1000,1000
0.39,0.28,144.221,86.484,1.0,6.936,0.3598286026824502,0.40284973406729513,1000,1000
0.39,0.29,171.036,100.332,1.0,6.965,0.36598041861954694,0.4049929301344987,1000,1000
0.39,0.30,206.952,120.481,1.0,6.596,0.37185898562493924,0.4042775107350561,1000,1000
0.39,0.31,250.946,148.528,1.0,6.44,0.37729522279602196,0.405099614167338,1000,1000
0.39,0.32,333.008,198.098,1.0,6.323,0.38026549378651214,0.40251028969906827,1000,1000
0.39,0.33,428.916,269.988,1.0,6.187,0.38534426864032284,0.40417874466468906,1000,1000
0.39,0.34,580.371,366.686,1.0,6.043,0.3897504342503395,0.404621278335204,1000,1000
0.39,0.35,836.543,548.263,1.0,5.986,0.3923002284682836,0.4037682176442115,1000,1000
0.39,0.36,1460.708,1004.156,1.0,5.951,0.39400726321011714,0.4017161443064364,1000,1000
0.39,0.37,2973.881,2117.731,1.0,5.801,0.39622509425070923,0.40136475387861476,1000,1000
0.39,0.38,9828.421,7491.431,1.0,5.83,0.39727176396163844,0.39983535246282964,1000,1000
0.40,0.01,2.571,2.048,1.0,27.46,0.0643940179205139,0.5872884561072527,1000,1000
0.40,0.02,4.223,3.359,1.0,21.456,0.08393197608979716,0.4809666942809533,1000,1000
0.40,0.03,5.494,4.354,1.0,18.945,0.0996534040026986,0.4424764881519101,1000,1000
0.40,0.04,6.656,5.129,1.0,17.313,0.11374660317448403,0.42094327145782484,1000,1000
0.40,0.05,8.282,6.481,1.0,16.079,0.1292323481847565,0.40772090821736556,1000,1000
0.40,0.06,9.819,7.208,1.0,15.706,0.1427282025078586,0.40787596444097074,1000,1000
0.40,0.07,10.617,7.861,1.0,14.917,0.15655005221657073,0.405058198373538,1000,1000
0.40,0.08,12.091,8.574,1.0,14.476,0.1699976322648838,0.40599460057351555,1000,1000
0.40,0.09,13.232,9.622,1.0,13.702,0.18376204032706078,0.40310295968536297,1000,1000
0.40,0.10,14.267,10.165,1.0,13.265,0.19668027041936142,0.4067188153886998,1000,1000
0.40,0.11,16.593,11.561,1.0,12.802,0.20808163261861173,0.4043872733306308,1000,1000
0.40,0.12,17.576,12.249,1.0,12.323,0.22109424574147807,0.40738731176462567,1000,1000
0.40,0.13,20.329,14.174,1.0,11.794,0.2328363520159881,0.40491023513049107,1000,1000
0.40,0.14,21.475,14.624,1.0,11.494,0.24366956092439945,0.4085841549210984,1000,1000
0.40,0.15,24.967,16.253,1.0,11.252,0.25277664759330526,0.4081067611062065,1000,1000
0.40,0.16,28.977,19.019,1.0,10.712,0.2635180243857781,0.4042691309324941,1000,1000
0.40,0.17,30.223,19.304,1.0,10.356,0.27392753937609565,0.4078145903131775,1000,1000
0.40,0.18,34.98,22.115,1.0,9.873,0.28403802817566887,0.4053894859674184,1000,1000
0.40,0.19,38.674,24.447,1.0,9.667,0.29348065678756763,0.4084306251525389,1000,1000
0.40,0.20,42.827,27.019,1.0,9.412,0.303090326068625,0.410294491250831,1000,1000
0.40,0.21,47.815,29.67,1.0,8.813,0.31220220153321887,0.40896012319546743,1000,1000
0.40,0.22,55.072,32.554,1.0,8.727,0.3206371910492713,0.41006476123163926,1000,1000
0.40,0.23,62.499,38.801,1.0,8.369,0.3288632109794233,0.40956428219555174,1000,1000
0.40,0.24,67.878,41.967,1.0,8.109,0.33667468044895144,0.41240644957151007,1000,1000
0.40,0.25,81.077,46.838,1.0,7.799,0.343913155531925,0.41042315235249405,1000,1000
0.40,0.26,88.458,53.483,1.0,7.654,0.3515178965395645,0.4137831636244445,1000,1000
0.40,0.27,101.846,61.105,1.0,7.466,0.3591930519660399,0.4155802832149634,1000,1000
0.40,0.28,124.98,73.323,1.0,7.205,0.36516396638945064,0.41336852089704945,1000,1000
0.40,0.29,150.206,89.942,1.0,6.983,0.3697939173188537,0.4119478883215714,1000,1000
0.40,0.30,176.253,106.262,1.0,6.869,0.37515429752601454,0.4119127584534059,1000,1000
0.40,0.31,205.712,129.389,1.0,6.731,0.3817719996332713,0.4144639510787233,1000,1000
0.40,0.32,258.762,154.094,1.0,6.387,0.38719030478843025,0.4143906521346655,1000,1000
0.40,0.33,309.612,193.14,1.0,6.494,0.3925988108854924,0.41653559630720555,1000,1000
0.40,0.34,427.507,263.313,1.0,6.363,0.3960471996717617,0.41549588914561847,1000,1000
0.40,0.35,585.181,363.825,1.0,6.123,0.3990779123049208,0.4137049754548823,1000,1000
0.40,0.36,895.849,598.48,1.0,6.063,0.40157844182613806,0.4123001317469879,1000,1000
0.40,0.37,1419.948,992.235,1.0,5.892,0.40472254490432197,0.412596458862089,1000,1000
0.40,0.38,2917.453,2117.775,1.0,5.946,0.4061821844290341,0.41114744938180875,1000,1000
0.40,0.39,10185.224,7643.126,1.0,5.883,0.40670523412484716,0.40910372654181115,1000,1000
0.41,0.01,2.305,1.832,1.0,27.856,0.06445925179405224,0.5975206111797938,1000,1000
0.41,0.02,3.97,3.123,1.0,22.169,0.0836430316976863,0.4955196638949525,1000,1000
0.41,0.03,5.617,4.478,1.0,19.228,0.10031206245847085,0.44764045989913814,1000,1000
0.41,0.04,6.811,5.355,1.0,17.908,0.115147635775596,0.4320115977336934,1000,1000
0.41,0.05,7.907,6.11,1.0,16.865,0.12873697637660203,0.42197054404331175,1000,1000
0.41,0.06,9.199,6.756,1.0,16.032,0.14347564988792919,0.41712279253184853,1000,1000
0.41,0.07,10.598,7.806,1.0,15.455,0.15734596484450203,0.41541534621868825,1000,1000
0.41,0.08,11.238,8.264,1.0,14.729,0.1703075357632775,0.4136411210995604,1000,1000
0.41,0.09,12.65,9.311,1.0,14.16,0.18421669586007364,0.4127691548922646,1000,1000
0.41,0.10,13.267,9.283,1.0,13.835,0.19717831034028063,0.41969366363957206,1000,1000
0.41,0.11,15.827,11.168,1.0,13.337,0.208393016013203,0.41434921273568226,1000,1000
0.41,0.12,17.672,11.92,1.0,12.746,0.2214241081284513,0.41336350298939284,1000,1000
0.41,0.13,18.517,12.598,1.0,12.314,0.23314554533194554,0.41732167296993883,1000,1000
0.41,0.14,21.328,13.857,1.0,11.858,0.24352006396247067,0.4137848331060111,1000,1000
0.41,0.15,23.833,15.59,1.0,11.514,0.2539292497117021,0.41399869423802377,1000,1000
0.41,0.16,25.586,16.187,1.0,11.2,0.266473176178732,0.4199851282997256,1000,1000
0.41,0.17,28.045,17.99,1.0,10.773,0.276343677972488,0.41914651792211133,1000,1000
0.41,0.18,30.428,19.426,1.0,10.092,0.28696006354342385,0.41773767879223167,1000,1000
0.41,0.19,34.577,21.462,1.0,10.078,0.29645032584289344,0.42152584741263194,1000,1000
0.41,0.20,38.823,23.869,1.0,9.8,0.30445796764053973,0.4207120085036138,1000,1000
0.41,0.21,45.171,27.147,1.0,9.213,0.3134964667030597,0.4167299591561109,1000,1000
0.41,0.22,48.854,29.992,1.0,9.005,0.3231894678345883,0.4203999529977117,1000,1000
0.41,0.23,55.84,34.389,1.0,8.616,0.3309104892277488,0.41953050438424666,1000,1000
0.41,0.24,62.26,38.35,1.0,8.567,0.3391114410504377,0.4224529337079155,1000,1000
0.41,0.25,72.481,42.308,1.0,8.104,0.34735508032977586,0.42113760020894025,1000,1000
0.41,0.26,80.29,48.35,1.0,7.907,0.35429952201759657,0.42216463243035485,1000,1000
0.41,0.27,92.277,54.09,1.0,7.786,0.36142844849168293,0.4233968006154023,1000,1000
0.41,0.28,107.109,62.762,1.0,7.468,0.36893886211948346,0.42294376274038087,1000,1000
0.41,0.29,126.867,73.947,1.0,7.311,0.3740935425960846,0.42172674073279937,1000,1000
0.41,0.30,148.049,84.015,1.0,7.13,0.38030805696927494,0.42319465993314237,1000,1000
0.41,0.31,168.242,97.035,1.0,6.796,0.38710969529387945,0.425022029431521,1000,1000
0.41,0.32,206.487,122.001,1.0,6.641,0.39146553550645125,0.42357013584711806,1000,1000
0.41,0.33,259.13,162.543,1.0,6.451,0.397575354881403,0.42491802039859927,1000,1000
0.41,0.34,344.424,211.455,1.0,6.541,0.4004535654542115,0.4230857302418059,1000,1000
0.41,0.35,433.25,283.48,1.0,6.161,0.40538769267671043,0.4235925331308968,1000,1000
0.41,0.36,557.193,364.743,1.0,6.033,0.41052744191166435,0.42590119050990677,1000,1000
0.41,0.37,863.17,576.763,1.0,5.955,0.4123733069555133,0.4234383011901558,1000,1000
0.41,0.38,1393.407,1000.015,1.0,5.944,0.41493227532804144,0.4226303335174691,1000,1000
0.41,0.39,2985.551,2112.395,1.0,5.74,0.41665875958176346,0.42153367886486,1000,1000
0.41,0.40,10115.446,7722.515,1.0,6.027,0.41662601281351724,0.4190562423270667,1000,1000
0.42,0.01,2.393,1.921,1.0,28.47,0.0644166936118541,0.6085631429128177,1000,1000
0.42,0.02,3.935,3.216,1.0,22.713,0.08312572147683903,0.5053647734092408,1000,1000
0.42,0.03,5.438,4.16,1.0,20.002,0.10039617508792048,0.4626305309574892,1000,1000
0.42,0.04,6.101,4.846,1.0,18.369,0.11532577515480737,0.4443421523188367,1000,1000
0.42,0.05,7.091,5.461,1.0,17.391,0.12997690476311966,0.4364343423870245,1000,1000
0.42,0.06,8.36,6.383,1.0,16.675,0.14334623214115405,0.4310442152049182,1000,1000
0.42,0.07,9.245,7.107,1.0,15.909,0.15755361952170743,0.42801520942183524,1000,1000
0.42,0.08,10.779,7.622,1.0,15.125,0.1712624948510342,0.4228473621711112,1000,1000
0.42,0.09,11.799,8.179,1.0,14.74,0.18426607769844258,0.42571090566058517,1000,1000
0.42,0.10,13.093,9.254,1.0,14.399,0.19656394206995936,0.4282052413494793,1000,1000
0.42,0.11,14.997,10.758,1.0,13.68,0.20968223301169478,0.4237209325651092,1000,1000
0.42,0.12,16.197,11.124,1.0,13.242,0.22134429670729186,0.42580480504154955,1000,1000
0.42,0.13,17.885,11.843,1.0,12.816,0.23361819168555722,0.42656718297523083,1000,1000
0.42,0.14,20.037,13.22,1.0,12.325,0.24406939948015657,0.4237901892753252,1000,1000
0.42,0.15,21.166,14.315,1.0,12.026,0.2554500905713406,0.42939934670169416,1000,1000
0.42,0.16,23.424,15.599,1.0,11.495,0.26673333245338376,0.42827414722410717,1000,1000
0.42,0.17,26.916,18.017,1.0,10.986,0.277182260373187,0.42481355042811153,1000,1000
0.42,0.18,28.739,18.654,1.0,10.512,0.2887306445188558,0.4274911878947581,1000,1000
0.42,0.19,31.867,20.105,1.0,10.329,0.2961727663780233,0.42738100291531667,1000,1000
0.42,0.20,36.007,23.054,1.0,9.963,0.30730062295146576,0.42910212622784355,1000,1000
0.42,0.21,40.368,25.215,1.0,9.529,0.31593867900644057,0.427442200448629,1000,1000
0.42,0.22,43.577,26.964,1.0,9.22,0.32533046143275274,0.4306272541030166,1000,1000
0.42,0.23,52.475,31.129,1.0,9.038,0.33347019284986823,0.42848080003491473,1000,1000
0.42,0.24,58.107,35.245,1.0,8.846,0.3416227768047155,0.4303046396262946,1000,1000
0.42,0.25,63.158,38.164,1.0,8.542,0.34808699276602806,0.4297229664254235,1000,1000
0.42,0.26,71.653,43.706,1.0,8.242,0.35738789975443525,0.43179787872505543,1000,1000
0.42,0.27,82.216,49.137,1.0,7.993,0.3647831253107766,0.4330491412839195,1000,1000
0.42,0.28,95.342,56.359,1.0,7.83,0.37109903479978945,0.43184993370397035,1000,1000
0.42,0.29,110.46,63.307,1.0,7.572,0.3781727588132169,0.43251836664815885,1000,1000
0.42,0.30,127.227,72.575,1.0,7.203,0.3858540143849065,0.4339197310245655,1000,1000
0.42,0.31,145.368,81.267,1.0,7.293,0.3904341441004766,0.4344511325186169,1000,1000
0.42,0.32,173.525,104.867,1.0,6.756,0.3972277034342089,0.4339718580747388,1000,1000
0.42,0.33,207.798,130.029,1.0,6.9,0.40253739133841376,0.43683940323254455,1000,1000
0.42,0.34,257.268,151.665,1.0,6.779,0.4078938591199786,0.43670574446488336,1000,1000
0.42,0.35,334.329,214.154,1.0,6.558,0.41173892484404484,0.43566429594846623,1000,1000
0.42,0.36,447.425,283.258,1.0,6.221,0.4153460922402165,0.4332237123229764,1000,1000
0.42,0.37,603.128,378.472,1.0,6.056,0.4200075520403268,0.43464593870658597,1000,1000
0.42,0.38,847.124,534.223,1.0,6.055,0.4230537145760327,0.43444867808198945,1000,1000
0.42,0.39,1474.166,980.643,1.0,5.828,0.424374463041916,0.43172538522870024,1000,1000
0.42,0.40,3115.056,2190.101,1.0,6.064,0.426035697885289,0.4308186283354026,1000,1000
0.42,0.41,10475.794,7977.729,1.0,5.82,0.4267103352213625,0.4291161395588883,1000,1000
0.43,0.01,2.365,1.897,1.0,29.053,0.06372122247461344,0.619124897938767,1000,1000
0.43,0.02,4.002,3.116,1.0,22.869,0.08413465130559783,0.5088010432943141,1000,1000
0.43,0.03,5.007,3.862,1.0,20.557,0.09912711780872352,0.4741778063758353,1000,1000
0.43,0.04,6.332,4.956,1.0,18.843,0.1149058292023737,0.4511419394640442,1000,1000
0.43,0.05,6.966,5.339,1.0,17.908,0.12936543519885696,0.4457092422029733,1000,1000
0.43,0.06,7.907,5.917,1.0,16.931,0.14371925473542344,0.4380952834003357,1000,1000
0.43,0.07,9.065,6.748,1.0,16.268,0.15832324504758544,0.4360842297264267,1000,1000
0.43,0.08,9.662,7.323,1.0,15.586,0.17169405981452546,0.4355273656424495,1000,1000
0.43,0.09,11.215,8.313,1.0,14.966,0.18518867478638332,0.43238256173546236,1000,1000
0.43,0.10,12.561,9.085,1.0,14.739,0.19800833537495457,0.43669207937339455,1000,1000
0.43,0.11,13.932,9.534,1.0,14.166,0.21120385047771742,0.435715311464676,1000,1000
0.43,0.12,15.039,10.597,1.0,13.514,0.22325728686941299,0.4342671399789767,1000,1000
0.43,0.13,16.959,12.094,1.0,13.426,0.23380375681957735,0.4384477893650859,1000,1000
0.43,0.14,18.779,13.221,1.0,12.8,0.24615448188436534,0.4364568228210744,1000,1000
0.43,0.15,20.676,13.995,1.0,12.289,0.25716119968422196,0.4355961118896816,1000,1000
0.43,0.16,22.579,15.15,1.0,11.872,0.2673217952162877,0.43495784552643296,1000,1000
0.43,0.17,25.072,16.552,1.0,11.441,0.27912463699848167,0.4364709498945566,1000,1000
0.43,0.18,26.082,16.897,1.0,11.011,0.28846480021907417,0.4385240839286215,1000,1000
0.43,0.19,30.519,19.408,1.0,10.698,0.2997538114808849,0.4381425149086718,1000,1000
0.43,0.20,33.457,20.443,1.0,10.387,0.3078629654808724,0.4377115509983606,1000,1000
0.43,0.21,36.195,23.412,1.0,9.967,0.31915851334714135,0.4401398680836426,1000,1000
0.43,0.22,40.225,25.62,1.0,9.734,0.327263865937717,0.44112129140496126,1000,1000
0.43,0.23,46.156,28.123,1.0,9.38,0.3370055077566027,0.44034697040204757,1000,1000
0.43,0.24,51.473,31.572,1.0,8.829,0.34432988231422185,0.4377416120986129,1000,1000
0.43,0.25,57.007,34.283,1.0,8.705,0.35363871950711945,0.44130964713302506,1000,1000
0.43,0.26,63.587,39.242,1.0,8.491,0.36151654285578566,0.4428280916707422,1000,1000
0.43,0.27,76.747,46.103,1.0,7.988,0.3663293026661396,0.4358612256904005,1000,1000
0.43,0.28,84.606,50.319,1.0,7.821,0.3765790365203859,0.44154267445298717,1000,1000
0.43,0.29,93.22,56.203,1.0,7.808,0.38223025127640575,0.4437964520821553,1000,1000
0.43,0.30,109.111,63.377,1.0,7.484,0.38965636545583526,0.4433519685656348,1000,1000
0.43,0.31,132.867,73.696,1.0,7.399,0.39404083612840773,0.4420000557251642,1000,1000
0.43,0.32,156.968,92.104,1.0,7.059,0.40124522058417506,0.44275962022690807,1000,1000
0.43,0.33,179.51,106.143,1.0,6.97,0.4066341015322521,0.4432622268388762,1000,1000
0.43,0.34,206.788,124.663,1.0,6.863,0.41276155865554265,0.44570938129704735,1000,1000
0.43,0.35,259.043,158.587,1.0,6.679,0.4176725717646868,0.44630031310389406,1000,1000
0.43,0.36,341.472,207.351,1.0,6.534,0.42151507360740426,0.4439719965477246,1000,1000
0.43,0.37,443.63,291.469,1.0,6.199,0.42606083706219333,0.4439442103690556,1000,1000
0.43,0.38,609.879,378.068,1.0,6.07,0.4292622430579155,0.44356656712382847,1000,1000
0.43,0.39,874.225,572.705,1.0,5.99,0.4323877059618198,0.44294350661528903,1000,1000
0.43,0.40,1499.846,1060.925,1.0,5.955,0.43465143981114035,0.44228240227731147,1000,1000
0.43,0.41,2970.365,2113.945,1.0,5.874,0.4359760589650651,0.44061262636845755,1000,1000
0.43,0.42,10546.441,7794.63,1.0,6.032,0.43617625905436197,0.43849384466936947,1000,1000
0.44,0.01,2.158,1.679,1.0,29.306,0.0640596573017705,0.6264666190102326,1000,1000
0.44,0.02,3.659,2.966,1.0,23.392,0.08343117699514561,0.5202252133052423,1000,1000
0.44,0.03,4.945,3.957,1.0,20.764,0.09929459370117187,0.4784049888547911,1000,1000
0.44,0.04,5.746,4.56,1.0,19.289,0.11440969311943187,0.4619783369197534,1000,1000
0.44,0.05,6.986,5.356,1.0,18.376,0.12950844703403902,0.4534313509527841,1000,1000
0.44,0.06,7.768,5.982,1.0,17.452,0.14438870146443794,0.44857908082873144,1000,1000
0.44,0.07,8.894,6.642,1.0,16.684,0.15648992339226495,0.4421140366236417,1000,1000
0.44,0.08,9.673,7.151,1.0,16.118,0.17191485082933589,0.4445648664687509,1000,1000
0.44,0.09,10.764,8.05,1.0,15.332,0.18490469103989074,0.43971988213827184,1000,1000
0.44,0.10,12.072,8.691,1.0,14.984,0.19875272615686118,0.443223087899953,1000,1000
0.44,0.11,12.921,9.047,1.0,14.322,0.21185743207235144,0.4423828461831879,1000,1000
0.44,0.12,14.713,10.232,1.0,14.103,0.22265161410868103,0.4441054767607484,1000,1000
0.44,0.13,16.291,11.219,1.0,13.659,0.23438738924309138,0.4445015939180072,1000,1000
0.44,0.14,17.171,11.386,1.0,13.154,0.2468864354594867,0.4466738335265268,1000,1000
0.44,0.15,19.071,13.035,1.0,12.819,0.2572324015983214,0.4469748782629656,1000,1000
0.44,0.16,21.3,14.363,1.0,12.129,0.2689406807136581,0.44328134896877314,1000,1000
0.44,0.17,22.845,15.099,1.0,11.684,0.28014178641954435,0.4451919963229309,1000,1000
0.44,0.18,25.14,16.447,1.0,11.243,0.29020176051617264,0.4447568829014234,1000,1000
0.44,0.19,28.932,18.982,1.0,11.223,0.2983478530028495,0.44548041295948493,1000,1000
0.44,0.20,31.703,20.38,1.0,10.689,0.30943770487964956,0.4455582739587757,1000,1000
0.44,0.21,33.631,21.799,1.0,10.336,0.32068385826196183,0.44954806147799775,1000,1000
0.44,0.22,36.629,23.253,1.0,9.853,0.32950919292233843,0.4486851827636784,1000,1000
0.44,0.23,41.847,26.463,1.0,9.831,0.3368419010029705,0.4494975147888255,1000,1000
0.44,0.24,45.186,28.015,1.0,9.278,0.3474353273414197,0.45102050166892343,1000,1000
0.44,0.25,51.133,30.786,1.0,9.116,0.3563478012523654,0.4526660499922761,1000,1000
0.44,0.26,59.051,35.349,1.0,8.569,0.36341971968056414,0.4482324081122614,1000,1000
0.44,0.27,64.875,39.781,1.0,8.643,0.37121993286828703,0.45334437724965493,1000,1000
0.44,0.28,75.067,45.541,1.0,8.252,0.37895019971241645,0.4521520222660383,1000,1000
0.44,0.29,79.825,50.376,1.0,7.858,0.387363388691772,0.45471339005499284,1000,1000
0.44,0.30,96.201,56.327,1.0,7.79,0.3927387425817583,0.4535603918197902,1000,1000
0.44,0.31,112.555,66.317,1.0,7.444,0.39938194867768184,0.4522729606884374,1000,1000
0.44,0.32,132.317,77.869,1.0,7.388,0.4058366997192576,0.45439216658874865,1000,1000
0.44,0.33,150.398,88.673,1.0,7.123,0.41207405354429466,0.4552042563593874,1000,1000
0.44,0.34,183.46,109.908,1.0,6.767,0.41757522566054994,0.453340798384257,1000,1000
0.44,0.35,218.373,129.478,1.0,7.04,0.4214402807970763,0.45469046700476634,1000,1000
0.44,0.36,257.328,158.786,1.0,6.716,0.42928374283012566,0.458019885919342,1000,1000
0.44,0.37,322.213,189.72,1.0,6.395,0.4334620254705111,0.45686755245795746,1000,1000
0.44,0.38,450.275,267.308,1.0,6.482,0.435860971828554,0.4545634161453525,1000,1000
0.44,0.39,600.363,383.385,1.0,6.329,0.4393324464918134,0.45444922324337655,1000,1000
0.44,0.40,902.321,583.316,1.0,6.015,0.4419229178894079,0.452280487178012,1000,1000
0.44,0.41,1481.919,1008.249,1.0,6.111,0.44454403835986445,0.45228402785286814,1000,1000
0.44,0.42,2969.002,2171.036,1.0,6.035,0.44623735286753746,0.45081819145266083,1000,1000
0.44,0.43,10007.037,7590.414,1.0,5.908,0.4467571208174769,0.44918196805545474,1000,1000
