p,q,mean_absorption_time,mean_first_hit_time,mean_tail_frequency,mean_entrenchment_degree,mean_max_nontrue_formula_frequency,mean_true_world_formula_frequency,runs_reaching_absorption,runs_reaching_first_hit
0.67,0.51,80.265,48.91,1.0,8.033,0.6137238505297835,0.6822475456124125,1000,1000
0.67,0.52,88.28,54.434,1.0,7.62,0.6204465826058818,0.6813316288248815,1000,1000
0.67,0.53,101.406,61.257,1.0,7.377,0.6278176913338083,0.682988922916516,1000,1000
0.67,0.54,120.511,72.601,1.0,7.287,0.6309423412295201,0.6794318141043013,1000,1000
0.67,0.55,136.557,81.664,1.0,7.136,0.6366790353846775,0.6810501043143351,1000,1000
0.67,0.56,153.99,92.557,1.0,6.724,0.6426967957556513,0.6811858803987898,1000,1000
0.67,0.57,179.945,108.319,1.0,6.684,0.6485966523360073,0.6843541137211098,1000,1000
0.67,0.58,220.022,136.231,1.0,6.587,0.6528160720123792,0.6830530163864353,1000,1000
0.67,0.59,266.502,163.58,1.0,6.578,0.6567753575724614,0.683438704477657,1000,1000
0.67,0.60,321.875,199.068,1.0,6.066,0.6624391912360342,0.6838965067143691,1000,1000
0.67,0.61,432.194,269.398,1.0,6.013,0.6657572859741031,0.6836212591518174,1000,1000
0.67,0.62,602.45,394.209,1.0,5.939,0.6687513500294733,0.6830508494560759,1000,1000
0.67,0.63,853.547,563.373,1.0,5.732,0.672201707094294,0.6828629333643795,1000,1000
0.67,0.64,1370.728,923.938,1.0,5.704,0.6746319982813511,0.6823615445940656,1000,1000
0.67,0.65,2807.425,2079.762,1.0,5.714,0.6751870887787279,0.6797366652809962,1000,1000
0.67,0.66,9306.76,6914.193,1.0,5.552,0.6766536200184877,0.6790213849376683,1000,1000
0.68,0.01,1.146,0.962,1.0,38.704,0.05884476286701359,0.8158172190942182,1000,1000
0.68,0.02,1.726,1.473,1.0,34.345,0.08154375996998794,0.7459865342073618,1000,1000
0.68,0.03,2.156,1.845,1.0,32.048,0.09978903335627742,0.71477309876859,1000,1000
0.68,0.04,2.558,2.223,1.0,30.592,0.11743328531340899,0.7001621129962052,1000,1000
0.68,0.05,2.956,2.606,1.0,29.4,0.1315023174654912,0.6872729310372759,1000,1000
0.68,0.06,3.215,2.733,1.0,28.652,0.146699974431598,0.6858178416353421,1000,1000
0.68,0.07,3.488,2.881,1.0,27.684,0.16234102788940896,0.680854463346723,1000,1000
0.68,0.08,3.735,3.186,1.0,26.997,0.1777292757993652,0.6808084004761941,1000,1000
0.68,0.09,4.068,3.386,1.0,26.676,0.19027994363999487,0.68483034317054,1000,1000
0.68,0.10,4.438,3.658,1.0,25.738,0.20445102543133228,0.6783171187514406,1000,1000
0.68,0.11,4.574,3.739,1.0,25.117,0.21931472557295337,0.6805867411475434,1000,1000
0.68,0.12,4.8,3.975,1.0,24.543,0.2310375038785698,0.6799090647865926,1000,1000
0.68,0.13,5.221,4.196,1.0,24.021,0.24514557205786144,0.6812361822786852,1000,1000
0.68,0.14,5.586,4.521,1.0,23.584,0.256726098626716,0.682245416013476,1000,1000
0.68,0.15,6.215,4.876,1.0,22.993,0.26871634789838483,0.6790713328621631,1000,1000
0.68,0.16,6.174,5.014,1.0,22.361,0.2842385781386771,0.6836960886554605,1000,1000
0.68,0.17,6.612,5.21,1.0,21.919,0.29464205911329894,0.6830815274705964,1000,1000
0.68,0.18,7.138,5.695,1.0,21.352,0.30663205530125515,0.6818882422639895,1000,1000
0.68,0.19,7.854,5.992,1.0,20.788,0.3192679537187409,0.6807154410059074,1000,1000
0.68,0.20,7.926,6.159,1.0,20.344,0.3309280767101561,0.6837872977997361,1000,1000
0.68,0.21,8.4,6.594,1.0,19.868,0.3403797694952549,0.6822383690892354,1000,1000
0.68,0.22,8.807,6.74,1.0,19.415,0.35292862091920324,0.6848350067791837,1000,1000
0.68,0.23,9.743,7.376,1.0,18.82,0.3651102328212037,0.6817731141229624,1000,1000
0.68,0.24,9.916,7.652,1.0,18.529,0.37344162656132235,0.6846980841707941,1000,1000
0.68,0.25,10.64,8.001,1.0,17.925,0.3848680206645529,0.6825932730371969,1000,1000
0.68,0.26,10.938,8.553,1.0,17.354,0.3962875073795665,0.6832622785139424,1000,1000
0.68,0.27,12.221,8.888,1.0,17.023,0.4055484520380498,0.6816120126951272,1000,1000
0.68,0.28,12.698,9.277,1.0,16.641,0.41602789966149895,0.6836980670715138,1000,1000
0.68,0.29,13.245,9.735,1.0,16.285,0.4261250631167337,0.6860975979566845,1000,1000
0.68,0.30,14.466,10.374,1.0,15.538,0.43846987113104796,0.6821858555438975,1000,1000
0.68,0.31,15.726,11.004,1.0,15.211,0.44700292281146214,0.6815361661351163,1000,1000
0.68,0.32,16.103,11.416,1.0,14.744,0.45693088812940713,0.6828513796776431,1000,1000
0.68,0.33,17.267,12.498,1.0,14.029,0.46912304586169135,0.6804733131891015,1000,1000
0.68,0.34,18.416,13.211,1.0,13.957,0.47676573072821604,0.6838986340364794,1000,1000
0.68,0.35,20.257,13.939,1.0,13.709,0.48532064509316414,0.6840043769213557,1000,1000
0.68,0.36,20.548,14.082,1.0,13.105,0.4967588158857819,0.6856850081174388,1000,1000
0.68,0.37,21.945,15.183,1.0,12.631,0.5059056571997556,0.6846970642551412,1000,1000
0.68,0.38,22.733,15.42,1.0,12.21,0.5158907189819472,0.6871584544199302,1000,1000
0.68,0.39,25.705,17.705,1.0,11.987,0.5237718145615715,0.6864405205392814,1000,1000
0.68,0.40,27.172,18.138,1.0,11.514,0.5343173326844137,0.6873590302296629,1000,1000
0.68,0.41,29.578,19.906,1.0,11.334,0.5400511533781845,0.6865622626062207,1000,1000
0.68,0.42,31.746,21.265,1.0,11.03,0.5480454326791319,0.6875360471091112,1000,1000
0.68,0.43,34.349,21.844,1.0,10.512,0.556730526683282,0.6860647783460205,1000,1000
0.68,0.44,36.648,24.268,1.0,10.164,0.5660962810241775,0.6880335880392706,1000,1000
0.68,0.45,39.571,25.491,1.0,9.919,0.5742152627754384,0.6899501762944691,1000,1000
0.68,0.46,44.34,28.246,1.0,9.666,0.580319414910495,0.6878593019480936,1000,1000
0.68,0.47,48.144,31.339,1.0,9.293,0.5880687420101754,0.6881909974364095,1000,1000
0.68,0.48,54.015,33.235,1.0,8.882,0.5958091119203702,0.6864435577149611,1000,1000
0.68,0.49,59.158,36.525,1.0,8.739,0.6032545054909962,0.6891216172030763,1000,1000
0.68,0.50,66.327,39.231,1.0,8.495,0.6113193282843021,0.6898397177517486,1000,1000
0.68,0.51,73.474,43.674,1.0,8.404,0.6158972089454035,0.6898231476222889,1000,1000
0.68,0.52,78.004,48.693,1.0,8.006,0.6248581353234202,0.6940990780390914,1000,1000
0.68,0.53,86.328,52.777,1.0,7.664,0.6305596891510415,0.6922212807230083,1000,1000
0.68,0.54,100.927,61.963,1.0,7.564,0.6368058255139847,0.6930878837387254,1000,1000
0.68,0.55,116.329,71.505,1.0,7.363,0.640890312410686,0.6911457043613536,1000,1000
0.68,0.56,131.494,81.038,1.0,7.042,0.647714729550514,0.6929229603314919,1000,1000
0.68,0.57,154.027,92.398,1.0,6.921,0.6526477248928557,0.6928290926588428,1000,1000
0.68,0.58,188.044,113.901,1.0,6.7,0.6573768637785266,0.691872658632487,1000,1000
0.68,0.59,213.563,133.036,1.0,6.46,0.6635614901878115,0.6936878009563703,1000,1000
0.68,0.60,253.027,160.107,1.0,6.252,0.6675072634447908,0.6933831253062732,1000,1000
0.68,0.61,324.293,197.338,1.0,6.023,0.6725511996837904,0.6939761596394699,1000,1000
0.68,0.62,416.373,267.89,1.0,5.868,0.6762569421205376,0.6937617052766258,1000,1000
0.68,0.63,589.295,371.932,1.0,5.876,0.6779946803129396,0.6914501389723975,1000,1000
0.68,0.64,841.085,575.811,1.0,5.777,0.6814785913235244,0.6918306868419863,1000,1000
0.68,0.65,1341.146,906.266,1.0,5.519,0.6842800694530229,0.6915618542992273,1000,1000
0.68,0.66,2679.816,2004.167,1.0,5.565,0.6861468700214189,0.6909933978703415,1000,1000
0.68,0.67,9455.688,7044.657,1.0,5.611,0.6858983063355626,0.6881641800023897,1000,1000
0.69,0.01,1.108,0.913,1.0,39.035,0.05877709649965681,0.822763538746598,1000,1000
0.69,0.02,1.712,1.49,1.0,34.849,0.08180133755171053,0.7559995765034521,1000,1000
0.69,0.03,2.081,1.834,1.0,32.656,0.09898399533686292,0.7263676775990765,1000,1000
0.69,0.04,2.478,2.192,1.0,30.943,0.1158380088347425,0.7059937149386962,1000,1000
0.69,0.05,2.809,2.448,1.0,29.779,0.1333019619888425,0.6978864102628531,1000,1000
0.69,0.06,3.029,2.565,1.0,28.959,0.14699017817924348,0.6938058865786854,1000,1000
0.69,0.07,3.481,2.947,1.0,28.249,0.16393468049010887,0.6929428127580143,1000,1000
0.69,0.08,3.52,2.984,1.0,27.578,0.1778936945618729,0.6938107486553925,1000,1000
0.69,0.09,3.878,3.162,1.0,26.98,0.19225636327890186,0.69389329958072,1000,1000
0.69,0.10,4.261,3.528,1.0,26.131,0.20423103261889627,0.6870549769137152,1000,1000
0.69,0.11,4.6,3.737,1.0,25.965,0.21899698594254222,0.6954425984966572,1000,1000
0.69,0.12,4.811,3.956,1.0,25.054,0.23189267584383402,0.6901152400881752,1000,1000
0.69,0.13,5.189,4.214,1.0,24.687,0.24446694676835962,0.6927658793503155,1000,1000
0.69,0.14,5.449,4.35,1.0,23.897,0.25800055791875875,0.6901144866282416,1000,1000
0.69,0.15,5.706,4.643,1.0,23.281,0.2706231434806912,0.6896956847177406,1000,1000
0.69,0.16,5.985,4.809,1.0,22.866,0.2829938094732445,0.6924259414357208,1000,1000
0.69,0.17,6.65,5.234,1.0,22.3,0.2952861548613762,0.690428586115029,1000,1000
0.69,0.18,6.911,5.294,1.0,21.877,0.30518462466235463,0.6910866635466987,1000,1000
0.69,0.19,7.408,5.655,1.0,21.415,0.3182274039047803,0.692869023791124,1000,1000
0.69,0.20,7.813,5.873,1.0,20.862,0.3283506182635515,0.6907212896581902,1000,1000
0.69,0.21,8.185,6.428,1.0,20.013,0.34160389484008136,0.6871481721424033,1000,1000
0.69,0.22,8.909,6.825,1.0,19.919,0.3520370344764849,0.6922721328864024,1000,1000
0.69,0.23,8.826,6.705,1.0,19.277,0.36489127194960247,0.6940923923636376,1000,1000
0.69,0.24,9.422,7.242,1.0,18.754,0.3758248529487448,0.6933897993960246,1000,1000
0.69,0.25,10.277,7.739,1.0,18.42,0.38544627845562807,0.6935450686987176,1000,1000
0.69,0.26,10.522,8.005,1.0,17.766,0.3972467223624282,0.6928485349572266,1000,1000
0.69,0.27,11.873,8.762,1.0,17.459,0.40801948534815735,0.6926590999348474,1000,1000
0.69,0.28,11.754,8.95,1.0,16.92,0.4185336021343207,0.6951034977760288,1000,1000
0.69,0.29,12.817,9.28,1.0,16.652,0.42919440700013406,0.6971058619004442,1000,1000
0.69,0.30,13.187,9.947,1.0,16.01,0.43904634193526504,0.6949385666432889,1000,1000
0.69,0.31,14.822,10.822,1.0,15.578,0.44942580427552625,0.6928028178224261,1000,1000
0.69,0.32,15.567,10.973,1.0,14.889,0.45958799271000644,0.6894756230400109,1000,1000
0.69,0.33,15.954,11.506,1.0,14.738,0.4672395036393437,0.6937075676047316,1000,1000
0.69,0.34,17.125,11.937,1.0,14.383,0.4779911806448109,0.6957104374333395,1000,1000
0.69,0.35,18.131,12.948,1.0,13.806,0.48754941957042386,0.6934858804550266,1000,1000
0.69,0.36,20.01,14.257,1.0,13.525,0.497128940694911,0.6932036233217725,1000,1000
0.69,0.37,21.252,14.239,1.0,13.291,0.5066182764895603,0.6970607154296199,1000,1000
0.69,0.38,22.539,15.533,1.0,12.763,0.5146124753155155,0.6945845424426852,1000,1000
0.69,0.39,23.581,16.511,1.0,12.324,0.5252726648820691,0.6969433481274394,1000,1000
0.69,0.40,25.484,17.258,1.0,11.98,0.5334274000202052,0.696199781144289,1000,1000
0.69,0.41,27.329,18.398,1.0,11.472,0.5443309070153544,0.6965852263879728,1000,1000
0.69,0.42,29.651,20.038,1.0,11.24,0.5516978057075334,0.6973769527624815,1000,1000
0.69,0.43,31.335,20.799,1.0,10.704,0.5602688719356826,0.6962739267134875,1000,1000
0.69,0.44,33.794,22.711,1.0,10.472,0.5667544730137588,0.6957986366862162,1000,1000
0.69,0.45,36.99,24.714,1.0,10.233,0.5745611910769418,0.697507574498113,1000,1000
0.69,0.46,39.543,24.681,1.0,9.754,0.5852295679063179,0.6992857851931182,1000,1000
0.69,0.47,45.857,28.429,1.0,9.721,0.590050280702324,0.6971570374794501,1000,1000
0.69,0.48,47.984,30.237,1.0,9.214,0.5993447355808145,0.698244341814765,1000,1000
0.69,0.49,52.664,33.702,1.0,8.935,0.6066548426085442,0.6989629675846115,1000,1000
0.69,0.50,58.113,36.345,1.0,8.735,0.6132051832086377,0.6993965532459776,1000,1000
0.69,0.51,63.521,39.667,1.0,8.413,0.6206040083639514,0.7002793796816851,1000,1000
0.69,0.52,71.046,44.616,1.0,8.082,0.626712291492021,0.6992740640855342,1000,1000
0.69,0.53,79.45,49.751,1.0,8.026,0.6334586718084517,0.701450375888463,1000,1000
0.69,0.54,88.99,55.474,1.0,7.472,0.6404678002530515,0.7002564141037365,1000,1000
0.69,0.55,101.601,62.299,1.0,7.57,0.6457711829585338,0.7018100580462837,1000,1000
0.69,0.56,112.638,68.943,1.0,6.998,0.6522577922028359,0.7009326541747256,1000,1000
0.69,0.57,132.556,79.681,1.0,6.995,0.6576579953490391,0.7016500940966867,1000,1000
0.69,0.58,153.069,93.643,1.0,6.787,0.6624305253928512,0.7012782200510659,1000,1000
0.69,0.59,175.22,103.118,1.0,6.617,0.668164436459352,0.703254095231171,1000,1000
0.69,0.60,225.35,134.666,1.0,6.358,0.6722689152549838,0.7006210933012337,1000,1000
0.69,0.61,260.339,162.309,1.0,6.252,0.6779669700082405,0.7041170468352459,1000,1000
0.69,0.62,318.11,194.441,1.0,6.087,0.6826787380134424,0.7045351621725885,1000,1000
0.69,0.63,417.755,263.854,1.0,6.017,0.6859658701589934,0.7039196857755431,1000,1000
0.69,0.64,565.95,368.31,1.0,5.691,0.6894438706416285,0.7029711175435225,1000,1000
0.69,0.65,861.58,569.551,1.0,5.9,0.6908781100115521,0.7013907903435789,1000,1000
0.69,0.66,1360.033,920.291,1.0,5.751,0.694376716103763,0.7018849251762215,1000,1000
0.69,0.67,2721.685,1940.484,1.0,5.719,0.696073535936501,0.7008204971156983,1000,1000
0.69,0.68,9348.502,7120.457,1.0,5.302,0.6963094182416223,0.6986725731335712,1000,1000
0.70,0.01,1.127,0.897,1.0,39.517,0.05797296693707903,0.8311153794045804,1000,1000
0.70,0.02,1.648,1.424,1.0,35.421,0.08031562431031754,0.7665538307864321,1000,1000
0.70,0.03,1.958,1.759,1.0,32.984,0.09898878903635969,0.7342136812169341,1000,1000
0.70,0.04,2.365,2.076,1.0,31.586,0.11543512575355809,0.7190362373087664,1000,1000
0.70,0.05,2.765,2.366,1.0,30.444,0.13176799178649948,0.7093356338378479,1000,1000
0.70,0.06,3.052,2.596,1.0,29.538,0.14718627895590644,0.7045235349156549,1000,1000
0.70,0.07,3.283,2.809,1.0,28.611,0.16261719925639512,0.7002720984829676,1000,1000
0.70,0.08,3.519,2.992,1.0,27.813,0.17778957290674052,0.6981061327946025,1000,1000
0.70,0.09,3.747,3.079,1.0,27.316,0.19135059033641114,0.7001728027635611,1000,1000
0.70,0.10,4.001,3.275,1.0,26.582,0.20590813650177495,0.6990271522875696,1000,1000
0.70,0.11,4.387,3.646,1.0,26.164,0.21860955722969166,0.7007226146108899,1000,1000
0.70,0.12,4.67,3.806,1.0,25.571,0.23227847322996695,0.7011408293995187,1000,1000
0.70,0.13,4.78,3.855,1.0,25.213,0.24446059912859955,0.7056787915640979,1000,1000
0.70,0.14,5.224,4.292,1.0,24.346,0.2575421424559321,0.6993936411526906,1000,1000
0.70,0.15,5.405,4.333,1.0,23.904,0.270162728080214,0.7026099417720737,1000,1000
0.70,0.16,6.089,4.906,1.0,23.377,0.2839023384952175,0.7019590620469566,1000,1000
0.70,0.17,6.414,5.112,1.0,22.699,0.2959084624402283,0.6998004088144572,1000,1000
0.70,0.18,6.61,5.264,1.0,22.523,0.3059760798864853,0.7053615953210038,1000,1000
0.70,0.19,7.073,5.43,1.0,21.914,0.31860536320321214,0.7041364689601864,1000,1000
0.70,0.20,7.18,5.588,1.0,21.2,0.32944933996120407,0.701619822542063,1000,1000
0.70,0.21,7.551,6.029,1.0,20.837,0.3405477562175466,0.7040737078576252,1000,1000
0.70,0.22,8.353,6.478,1.0,20.239,0.3525500892976685,0.7009953740035001,1000,1000
0.70,0.23,8.77,6.639,1.0,19.606,0.3651436847611895,0.7001438389105986,1000,1000
0.70,0.24,9.256,7.084,1.0,19.065,0.3766636939934051,0.7001786367914008,1000,1000
0.70,0.25,9.738,7.66,1.0,18.839,0.38732922322598345,0.704689227657826,1000,1000
0.70,0.26,10.272,7.703,1.0,18.455,0.39724570393940667,0.7055038407846007,1000,1000
0.70,0.27,10.772,7.926,1.0,17.684,0.4088847863853008,0.7018506319772259,1000,1000
0.70,0.28,11.357,8.478,1.0,17.329,0.41827391021576127,0.7031537493665941,1000,1000
0.70,0.29,12.365,9.255,1.0,16.84,0.4309609717741381,0.7033130773589983,1000,1000
0.70,0.30,12.311,9.107,1.0,16.224,0.4403326219353489,0.7028891559025795,1000,1000
0.70,0.31,13.289,9.869,1.0,15.809,0.4502282570378468,0.7024185203061144,1000,1000
0.70,0.32,14.285,10.441,1.0,15.484,0.45890046569395576,0.7016346968262835,1000,1000
0.70,0.33,15.81,11.305,1.0,15.204,0.4698009466569372,0.7036801409015573,1000,1000
0.70,0.34,16.003,11.723,1.0,14.715,0.477594731812184,0.7034458211871677,1000,1000
0.70,0.35,16.678,12.027,1.0,14.132,0.4893197297521375,0.7041282563060536,1000,1000
0.70,0.36,18.119,12.608,1.0,13.703,0.49991205303065905,0.7039016680529043,1000,1000
0.70,0.37,19.8,13.715,1.0,13.369,0.5087070278994683,0.7038110664117048,1000,1000
0.70,0.38,20.799,14.819,1.0,13.25,0.5152584831657928,0.705766215298121,1000,1000
0.70,0.39,22.325,15.522,1.0,12.589,0.5281586795688957,0.7057539261704957,1000,1000
0.70,0.40,23.637,16.197,1.0,12.353,0.5355467477899319,0.7068162326605568,1000,1000
0.70,0.41,26.019,17.896,1.0,11.99,0.542728665701279,0.7045207844764655,1000,1000
0.70,0.42,26.863,17.956,1.0,11.331,0.5547025253897527,0.7054576639531499,1000,1000
0.70,0.43,29.616,19.323,1.0,11.045,0.56201616153496,0.7051981442099138,1000,1000
0.70,0.44,32.311,21.449,1.0,10.998,0.5686570462074747,0.7066155101381717,1000,1000
0.70,0.45,33.266,21.507,1.0,10.595,0.5785250760793499,0.7099340517099639,1000,1000
0.70,0.46,37.566,24.413,1.0,10.206,0.5856616245760713,0.7076580833696355,1000,1000
0.70,0.47,40.151,26.673,1.0,9.766,0.5941282245506125,0.7071670591543154,1000,1000
0.70,0.48,43.506,28.001,1.0,9.656,0.6016462392025597,0.7098540919402252,1000,1000
0.70,0.49,48.801,31.315,1.0,9.245,0.6089438469081923,0.7082652131071796,1000,1000
0.70,0.50,51.518,32.171,1.0,9.006,0.615913552826197,0.7098712184147693,1000,1000
0.70,0.51,61.028,37.057,1.0,8.861,0.6229451686612916,0.708455396886772,1000,1000
0.70,0.52,64.07,39.572,1.0,8.441,0.6295904603773979,0.7083429162017142,1000,1000
0.70,0.53,69.879,42.805,1.0,7.935,0.6377689462569374,0.7093747534158366,1000,1000
0.70,0.54,78.827,49.002,1.0,7.972,0.6435446448302453,0.7110470382502907,1000,1000
0.70,0.55,87.784,55.553,1.0,7.773,0.6504483442048897,0.7127061937137732,1000,1000
0.70,0.56,99.979,61.172,1.0,7.529,0.6550133145357512,0.711838280019306,1000,1000
0.70,0.57,112.394,69.219,1.0,7.258,0.6609916452973503,0.7113973264390393,1000,1000
0.70,0.58,131.871,79.668,1.0,6.928,0.6673880220650733,0.71198434659068,1000,1000
0.70,0.59,153.572,91.142,1.0,6.718,0.6727700937390102,0.7112076159542907,1000,1000
0.70,0.60,173.381,105.397,1.0,6.546,0.6785862059037999,0.7141719204914591,1000,1000
0.70,0.61,218.1,132.774,1.0,6.417,0.6825979819644857,0.7124844812386864,1000,1000
0.70,0.62,253.843,158.955,1.0,6.172,0.6878301119829143,0.7141598132483183,1000,1000
0.70,0.63,323.965,205.111,1.0,6.206,0.6909935023141243,0.7129151189574146,1000,1000
0.70,0.64,411.541,271.285,1.0,5.843,0.6953981719567623,0.7130374634164857,1000,1000
0.70,0.65,555.464,353.964,1.0,5.758,0.6986586830302753,0.712631833542347,1000,1000
0.70,0.66,790.604,516.869,1.0,5.665,0.7022774234222746,0.7129823489851868,1000,1000
0.70,0.67,1365.809,935.107,1.0,5.542,0.7042450424576616,0.7119739444294043,1000,1000
0.70,0.68,2707.535,1998.322,1.0,5.516,0.7049338232256219,0.7093793185290379,1000,1000
0.70,0.69,9273.047,6944.32,1.0,5.567,0.7060512161375363,0.708395732877474,1000,1000
0.71,0.01,1.081,0.921,1.0,39.878,0.05789384542924499,0.8387143823527565,1000,1000
0.71,0.02,1.586,1.349,1.0,35.751,0.08082443095707185,0.7742000605059997,1000,1000
0.71,0.03,2.023,1.805,1.0,33.465,0.09913322799128858,0.7427974917086954,1000,1000
0.71,0.04,2.303,2.035,1.0,31.844,0.11611955034147484,0.7253096924411674,1000,1000
0.71,0.05,2.635,2.244,1.0,30.882,0.13084485217978256,0.7180302875630421,1000,1000
0.71,0.06,2.895,2.47,1.0,29.976,0.14847756164832618,0.7158206008202017,1000,1000
0.71,0.07,3.145,2.699,1.0,29.043,0.16346518806376265,0.7106792634368935,1000,1000
0.71,0.08,3.333,2.81,1.0,28.71,0.17629160915840944,0.7153432961881212,1000,1000
0.71,0.09,3.583,3.12,1.0,27.888,0.19121404983828602,0.7124054907525473,1000,1000
0.71,0.10,3.98,3.242,1.0,27.11,0.20522237225302134,0.7082788501458438,1000,1000
0.71,0.11,4.232,3.413,1.0,26.636,0.2192239343061139,0.7112036467607281,1000,1000
0.71,0.12,4.418,3.655,1.0,25.908,0.2333541821413815,0.7102974033033792,1000,1000
0.71,0.13,4.723,3.898,1.0,25.42,0.24614534272011707,0.71155102966658,1000,1000
0.71,0.14,5.008,4.118,1.0,24.685,0.2577679201090948,0.7075145029564577,1000,1000
0.71,0.15,5.209,4.159,1.0,24.333,0.2709658225724418,0.7127087332409404,1000,1000
0.71,0.16,5.369,4.449,1.0,23.578,0.2829902212294318,0.7095308509650492,1000,1000
0.71,0.17,6.022,4.655,1.0,23.405,0.2945971614119401,0.7137032202173702,1000,1000
0.71,0.18,6.688,5.323,1.0,22.725,0.30741113404187537,0.7097553988739232,1000,1000
0.71,0.19,6.755,5.375,1.0,22.443,0.31849478546261606,0.7156373637250193,1000,1000
0.71,0.20,7.099,5.6,1.0,21.649,0.3318978185882863,0.7124729253471687,1000,1000
0.71,0.21,7.223,5.683,1.0,20.989,0.3439523669965295,0.7121794118361491,1000,1000
0.71,0.22,7.683,6.135,1.0,20.618,0.35238080329872795,0.7114674311075707,1000,1000
0.71,0.23,8.548,6.708,1.0,20.107,0.3645211252729057,0.7094171166193971,1000,1000
0.71,0.24,8.846,6.848,1.0,19.659,0.3765919564940308,0.7122269413165031,1000,1000
0.71,0.25,9.177,7.201,1.0,19.055,0.3878464517128178,0.7118329919222378,1000,1000
0.71,0.26,9.88,7.377,1.0,18.612,0.39609483062491246,0.7087913223494777,1000,1000
0.71,0.27,10.266,7.829,1.0,18.221,0.40823886028441064,0.7126695756564834,1000,1000
0.71,0.28,11.002,8.437,1.0,17.929,0.4200620780236562,0.7157275875648363,1000,1000
0.71,0.29,11.35,8.446,1.0,17.072,0.43158423981993826,0.7121423667631971,1000,1000
0.71,0.30,11.861,8.883,1.0,16.568,0.4409311962873673,0.7109925308702053,1000,1000
0.71,0.31,13.205,10.059,1.0,16.389,0.4506607557543038,0.7127811773807221,1000,1000
0.71,0.32,13.358,9.689,1.0,15.725,0.4610597508885098,0.7117612011873371,1000,1000
0.71,0.33,14.013,10.354,1.0,15.65,0.4700453403862337,0.7172499329308359,1000,1000
0.71,0.34,15.245,10.727,1.0,15.088,0.47930598960878434,0.7125557446540408,1000,1000
0.71,0.35,16.779,12.263,1.0,14.713,0.4886095882799961,0.7116862273483484,1000,1000
0.71,0.36,17.332,12.255,1.0,14.057,0.5002434350704318,0.7117945474158164,1000,1000
0.71,0.37,18.192,12.964,1.0,13.805,0.5094067506780422,0.7152060461156469,1000,1000
0.71,0.38,19.23,13.661,1.0,13.305,0.5180216950365475,0.7129434244219185,1000,1000
0.71,0.39,21.332,14.465,1.0,12.925,0.5284976827426887,0.71292070712384,1000,1000
0.71,0.40,22.219,15.449,1.0,12.74,0.5359719942198826,0.7160170851985577,1000,1000
0.71,0.41,22.867,15.69,1.0,12.153,0.5475889480905116,0.7176017688842471,1000,1000
0.71,0.42,24.975,16.849,1.0,12.016,0.5545909025480928,0.7190478764656025,1000,1000
0.71,0.43,26.155,17.529,1.0,11.362,0.564613705840748,0.7173167386765562,1000,1000
0.71,0.44,29.687,19.826,1.0,11.145,0.5730868023992457,0.7173632730346253,1000,1000
0.71,0.45,31.258,21.335,1.0,10.739,0.5801990389002647,0.7161581566515698,1000,1000
0.71,0.46,33.621,22.263,1.0,10.468,0.5878789712920689,0.7176154661952817,1000,1000
0.71,0.47,36.993,23.826,1.0,10.077,0.596681628155118,0.7176038429497423,1000,1000
0.71,0.48,40.237,25.822,1.0,9.833,0.6046784993976904,0.7184016281246973,1000,1000
0.71,0.49,44.814,28.672,1.0,9.63,0.6109061205616702,0.7173890304911112,1000,1000
0.71,0.50,47.189,30.73,1.0,9.434,0.6184456639212705,0.7207896032006159,1000,1000
0.71,0.51,52.657,33.416,1.0,8.998,0.6263183637603728,0.7188356851573615,1000,1000
0.71,0.52,55.296,34.529,1.0,8.466,0.6337180932528592,0.7193430174672863,1000,1000
0.71,0.53,62.754,38.747,1.0,8.385,0.6405209953353658,0.7206025468782901,1000,1000
0.71,0.54,69.287,43.002,1.0,8.13,0.6471427599245481,0.7208746103358193,1000,1000
0.71,0.55,79.006,47.714,1.0,8.093,0.6526779053598414,0.7221308798937749,1000,1000
0.71,0.56,87.17,54.031,1.0,7.623,0.6596413583134714,0.7213976181183231,1000,1000
0.71,0.57,96.277,58.835,1.0,7.36,0.6673387199295449,0.723414026398334,1000,1000
0.71,0.58,110.301,65.719,1.0,7.141,0.6731542023169674,0.723831287648839,1000,1000
0.71,0.59,123.232,73.36,1.0,6.891,0.6793041106606988,0.7247125959422631,1000,1000
0.71,0.60,147.808,89.357,1.0,6.474,0.6836206145465925,0.7220178840925391,1000,1000
0.71,0.61,174.794,107.846,1.0,6.46,0.687754127636058,0.7218638554420962,1000,1000
0.71,0.62,205.122,125.592,1.0,6.281,0.6925859688639141,0.7232928957484329,1000,1000
0.71,0.63,249.52,154.849,1.0,6.099,0.6979985224992772,0.7238507571110815,1000,1000
0.71,0.64,321.903,203.595,1.0,5.979,0.7013871130384619,0.7227727988924699,1000,1000
0.71,0.65,416.334,270.028,1.0,6.053,0.7049970891228964,0.7228070342795356,1000,1000
0.71,0.66,537.874,358.887,1.0,5.619,0.7088573273186441,0.7232366211947806,1000,1000
0.71,0.67,803.245,534.876,1.0,5.676,0.7109406045921861,0.7213997789870076,1000,1000
0.71,0.68,1337.514,925.747,1.0,5.587,0.7131122598039844,0.7199198556930324,1000,1000
0.71,0.69,2518.468,1762.616,1.0,5.472,0.7159341162726557,0.7208439791671442,1000,1000
0.71,0.70,9472.987,6864.054,1.0,5.459,0.7156287302086407,0.7178241603097089,1000,1000
